"NPI","State","total_synthetic","total_opioids","percent_synthetic","percent_deaths"
"1033157144","GA","0","142","0","0.000120694540033208"
"1033158175","PA","0","0","0","0.00021387525921219534"
"1033160296","MI","0","65","0","0.00017805853942278718"
"1033160841","LA","0","11","0","0.00016798292930231954"
"1033161682","PA","0","23","0","0.00021387525921219534"
"1033162110","GA","302","1267","0.23835832675611682","0.000120694540033208"
"1033162474","MI","12","12","1","0.00017805853942278718"
"1033163902","CA","0","0","0","0.00011794162977175439"
"1033164157","PA","12","121","0.09917355371900827","0.00021387525921219534"
"1033164918","LA","0","50","0","0.00016798292930231954"
"1033165360","PA","0","11","0","0.00021387525921219534"
"1033166293","MA","27","71","0.38028169014084506","0.0001925943368598965"
"1033166962","LA","54","346","0.15606936416184972","0.00016798292930231954"
"1033167283","OH","93","112","0.8303571428571429","0.00023714852065646582"
"1033167663","FL","0","0","0","0.0001347117506083509"
"1033168059","TN","0","29","0","0.00019535164681900091"
"1033170089","PA","0","107","0","0.00021387525921219534"
"1033172564","PA","0","26","0","0.00021387525921219534"
"1033172978","FL","0","40","0","0.0001347117506083509"
"1033173596","OH","0","11","0","0.00023714852065646582"
"1033173794","MI","0","0","0","0.00017805853942278718"
"1033173919","CA","0","11","0","0.00011794162977175439"
"1033174016","WI","0","15","0","0.00014853606648982808"
"1033174826","CA","103","370","0.27837837837837837","0.00011794162977175439"
"1033175138","AR","99","753","0.13147410358565736","0.00012029575183662215"
"1033176581","CA","0","12","0","0.00011794162977175439"
"1033177654","TN","49","199","0.24623115577889448","0.00019535164681900091"
"1033179817","WV","21","62","0.3387096774193548","0.000338132258788203"
"1033180823","NC","190","734","0.25885558583106266","0.00013789517935512173"
"1033181250","NY","0","11","0","0.00011704163328647767"
"1033182274","MD","12","47","0.2553191489361702","0.00018047454347530552"
"1033183470","NV","0","52","0","0.00019533098028196475"
"1033183728","IL","18","128","0.140625","0.00013235383731035268"
"1033184213","MN","0","75","0","9.538076666211594e-05"
"1033184692","NY","0","17","0","0.00011704163328647767"
"1033185210","VA","18","18","1","0.00011863825078794562"
"1033186804","NY","0","28","0","0.00011704163328647767"
"1033188461","NJ","0","21","0","0.0001407969737977169"
"1033189535","IA","29","150","0.19333333333333333","8.542539256850857e-05"
"1033189592","FL","0","0","0","0.0001347117506083509"
"1033190970","CA","0","19","0","0.00011794162977175439"
"1033192497","PA","58","232","0.25","0.00021387525921219534"
"1033193826","CA","0","13","0","0.00011794162977175439"
"1033194402","NC","0","0","0","0.00013789517935512173"
"1033195813","MN","156","236","0.6610169491525424","9.538076666211594e-05"
"1033195870","FL","0","54","0","0.0001347117506083509"
"1033196423","CA","0","71","0","0.00011794162977175439"
"1033198395","IA","0","0","0","8.542539256850857e-05"
"1033201298","CA","0","12","0","0.00011794162977175439"
"1033201462","MA","0","14","0","0.0001925943368598965"
"1033205745","RI","46","89","0.5168539325842697","0.00023490006286191965"
"1033214036","NC","24","59","0.4067796610169492","0.00013789517935512173"
"1033214994","IL","0","43","0","0.00013235383731035268"
"1033227574","OR","0","0","0","0.00013282223067557407"
"1033227723","TX","155","507","0.3057199211045365","9.83432025015849e-05"
"1033228671","GA","41","343","0.119533527696793","0.000120694540033208"
"1033230016","IL","0","45","0","0.00013235383731035268"
"1033232095","WA","0","84","0","0.00014043078254228773"
"1033233895","TX","0","24","0","9.83432025015849e-05"
"1033235627","TX","0","60","0","9.83432025015849e-05"
"1033246061","CO","11","84","0.13095238095238096","0.00017064111137284096"
"1033250428","CA","0","32","0","0.00011794162977175439"
"1033265426","FL","0","62","0","0.0001347117506083509"
"1033267679","AR","0","21","0","0.00012029575183662215"
"1033270806","TX","0","13","0","9.83432025015849e-05"
"1033272729","CA","0","0","0","0.00011794162977175439"
"1033273255","OR","0","16","0","0.00013282223067557407"
"1033273446","WA","0","95","0","0.00014043078254228773"
"1033276456","LA","109","552","0.19746376811594202","0.00016798292930231954"
"1033276696","CA","0","22","0","0.00011794162977175439"
"1033279625","MD","61","113","0.5398230088495575","0.00018047454347530552"
"1033279906","MI","15","72","0.20833333333333334","0.00017805853942278718"
"1033280136","ID","0","17","0","0.00013150255313447502"
"1033283106","NY","0","0","0","0.00011704163328647767"
"1033286919","CA","0","0","0","0.00011794162977175439"
"1033287164","NJ","59","138","0.427536231884058","0.0001407969737977169"
"1033294301","NY","0","0","0","0.00011704163328647767"
"1033297734","CA","32","222","0.14414414414414414","0.00011794162977175439"
"1033298310","WV","0","0","0","0.000338132258788203"
"1033301684","CO","68","310","0.21935483870967742","0.00017064111137284096"
"1033313556","TX","28","150","0.18666666666666668","9.83432025015849e-05"
"1033314513","MI","0","17","0","0.00017805853942278718"
"1033320148","CA","66","232","0.28448275862068967","0.00011794162977175439"
"1033322698","MI","46","97","0.4742268041237113","0.00017805853942278718"
"1033325816","NC","15","15","1","0.00013789517935512173"
"1033327150","FL","0","151","0","0.0001347117506083509"
"1033341441","NY","0","19","0","0.00011704163328647767"
"1033346382","TX","19","48","0.3958333333333333","9.83432025015849e-05"
"1033348677","NY","0","11","0","0.00011704163328647767"
"1033349626","MI","0","31","0","0.00017805853942278718"
"1033350103","CA","58","126","0.4603174603174603","0.00011794162977175439"
"1033352463","MO","0","34","0","0.00017653372149795232"
"1033355912","PA","96","218","0.44036697247706424","0.00021387525921219534"
"1033362827","MI","0","0","0","0.00017805853942278718"
"1033368246","AR","156","235","0.6638297872340425","0.00012029575183662215"
"1033372156","MI","0","16","0","0.00017805853942278718"
"1033375191","CA","0","23","0","0.00011794162977175439"
"1033382429","MN","0","0","0","9.538076666211594e-05"
"1033390463","CA","0","0","0","0.00011794162977175439"
"1033395074","TX","0","285","0","9.83432025015849e-05"
"1033396866","GA","19","51","0.37254901960784315","0.000120694540033208"
"1033401997","FL","0","28","0","0.0001347117506083509"
"1033403381","OH","41","142","0.2887323943661972","0.00023714852065646582"
"1033414719","NJ","0","13","0","0.0001407969737977169"
"1033415732","PA","0","20","0","0.00021387525921219534"
"1033420823","CO","41","182","0.22527472527472528","0.00017064111137284096"
"1033438783","OH","0","15","0","0.00023714852065646582"
"1033439930","TN","0","40","0","0.00019535164681900091"
"1033446349","FL","0","25","0","0.0001347117506083509"
"1033454921","NJ","0","35","0","0.0001407969737977169"
"1033459193","LA","19","30","0.6333333333333333","0.00016798292930231954"
"1033466362","CA","0","22","0","0.00011794162977175439"
"1033470836","AZ","0","0","0","0.00018274765551810394"
"1033472220","MT","0","0","0","0.00012313269271497737"
"1033476759","KS","22","163","0.13496932515337423","0.00011472181514790993"
"1033484357","GA","26","45","0.5777777777777777","0.000120694540033208"
"1033486758","IL","0","24","0","0.00013235383731035268"
"1033489273","PA","0","11","0","0.00021387525921219534"
"1033499538","IL","19","19","1","0.00013235383731035268"
"1033524954","OH","13","13","1","0.00023714852065646582"
"1033538277","VA","0","18","0","0.00011863825078794562"
"1033555180","PA","0","0","0","0.00021387525921219534"
"1043201478","IL","13","111","0.11711711711711711","0.00013235383731035268"
"1043202682","ME","0","0","0","0.00016261362250452081"
"1043203599","GA","126","458","0.27510917030567683","0.000120694540033208"
"1043204266","SC","0","11","0","0.00014681123279758752"
"1043205305","FL","565","5021","0.1125273849830711","0.0001347117506083509"
"1043206113","IA","0","17","0","8.542539256850857e-05"
"1043207251","IL","31","94","0.32978723404255317","0.00013235383731035268"
"1043210263","FL","0","216","0","0.0001347117506083509"
"1043210867","WA","0","21","0","0.00014043078254228773"
"1043211311","MO","0","102","0","0.00017653372149795232"
"1043211451","WI","0","0","0","0.00014853606648982808"
"1043211998","NC","158","636","0.24842767295597484","0.00013789517935512173"
"1043213531","NY","0","0","0","0.00011704163328647767"
"1043214927","WV","0","18","0","0.000338132258788203"
"1043215809","AZ","0","27","0","0.00018274765551810394"
"1043216559","NY","0","0","0","0.00011704163328647767"
"1043217383","IN","0","72","0","0.00017836211832104634"
"1043218951","NY","0","32","0","0.00011704163328647767"
"1043219546","NE","0","37","0","6.689800890118148e-05"
"1043221013","NC","311","756","0.4113756613756614","0.00013789517935512173"
"1043223365","KS","70","144","0.4861111111111111","0.00011472181514790993"
"1043223639","MS","739","1351","0.5470022205773502","0.00011232923699362832"
"1043223860","OH","16","88","0.18181818181818182","0.00023714852065646582"
"1043224892","TX","49","110","0.44545454545454544","9.83432025015849e-05"
"1043227713","MS","15","15","1","0.00011232923699362832"
"1043229677","MA","0","15","0","0.0001925943368598965"
"1043231269","ND","21","92","0.22826086956521738","5.9442101319752885e-05"
"1043233281","CA","107","321","0.3333333333333333","0.00011794162977175439"
"1043233588","NJ","0","0","0","0.0001407969737977169"
"1043235088","NY","0","13","0","0.00011704163328647767"
"1043235260","PA","0","46","0","0.00021387525921219534"
"1043236045","NY","0","23","0","0.00011704163328647767"
"1043239544","OH","40","417","0.09592326139088729","0.00023714852065646582"
"1043240005","WA","59","313","0.18849840255591055","0.00014043078254228773"
"1043240781","IN","0","34","0","0.00017836211832104634"
"1043243629","NM","78","422","0.1848341232227488","0.0002623140124117208"
"1043250392","TX","0","19","0","9.83432025015849e-05"
"1043252331","AL","19","269","0.07063197026022305","0.0001495741790694624"
"1043252406","NY","88","138","0.6376811594202898","0.00011704163328647767"
"1043253958","CA","161","906","0.17770419426048564","0.00011794162977175439"
"1043259476","TX","36","71","0.5070422535211268","9.83432025015849e-05"
"1043262819","NY","0","76","0","0.00011704163328647767"
"1043263338","IN","0","0","0","0.00017836211832104634"
"1043263858","KS","0","54","0","0.00011472181514790993"
"1043264732","OK","114","114","1","0.00020178841147591733"
"1043264971","LA","0","0","0","0.00016798292930231954"
"1043265655","AR","0","49","0","0.00012029575183662215"
"1043268741","AZ","0","32","0","0.00018274765551810394"
"1043269467","AZ","11","55","0.2","0.00018274765551810394"
"1043270440","MN","30","115","0.2608695652173913","9.538076666211594e-05"
"1043271984","NJ","67","126","0.5317460317460317","0.0001407969737977169"
"1043273436","TN","0","393","0","0.00019535164681900091"
"1043273543","NM","32","52","0.6153846153846154","0.0002623140124117208"
"1043275670","GA","899","1649","0.5451788963007883","0.000120694540033208"
"1043277536","OR","0","18","0","0.00013282223067557407"
"1043278427","FL","0","35","0","0.0001347117506083509"
"1043278674","CT","12","12","1","0.00017324419923917154"
"1043279029","MI","161","652","0.2469325153374233","0.00017805853942278718"
"1043280910","TX","52","210","0.24761904761904763","9.83432025015849e-05"
"1043282817","MN","0","0","0","9.538076666211594e-05"
"1043283674","MD","123","513","0.23976608187134502","0.00018047454347530552"
"1043284714","SD","68","243","0.27983539094650206","7.456706715888821e-05"
"1043285893","WA","0","133","0","0.00014043078254228773"
"1043287329","MI","208","1025","0.2029268292682927","0.00017805853942278718"
"1043287618","CA","0","45","0","0.00011794162977175439"
"1043290117","NY","0","0","0","0.00011704163328647767"
"1043290596","NH","15","50","0.3","0.0002523689815853759"
"1043292246","MO","0","59","0","0.00017653372149795232"
"1043293038","FL","17","67","0.2537313432835821","0.0001347117506083509"
"1043294606","AZ","50","144","0.3472222222222222","0.00018274765551810394"
"1043295306","CO","0","13","0","0.00017064111137284096"
"1043295363","CA","11","238","0.046218487394957986","0.00011794162977175439"
"1043297799","IL","16","28","0.5714285714285714","0.00013235383731035268"
"1043297849","TX","60","95","0.631578947368421","9.83432025015849e-05"
"1043297955","MI","65","174","0.3735632183908046","0.00017805853942278718"
"1043298342","MI","0","39","0","0.00017805853942278718"
"1043300528","AR","0","15","0","0.00012029575183662215"
"1043306244","NC","64","247","0.2591093117408907","0.00013789517935512173"
"1043306699","ME","0","0","0","0.00016261362250452081"
"1043308414","AL","0","0","0","0.0001495741790694624"
"1043314164","MI","40","40","1","0.00017805853942278718"
"1043316854","OH","0","12","0","0.00023714852065646582"
"1043318173","CA","0","13","0","0.00011794162977175439"
"1043318587","MD","14","317","0.04416403785488959","0.00018047454347530552"
"1043319973","NY","0","0","0","0.00011704163328647767"
"1043321664","OK","0","27","0","0.00020178841147591733"
"1043324148","FL","16","16","1","0.0001347117506083509"
"1043324601","WA","15","248","0.06048387096774194","0.00014043078254228773"
"1043325483","AZ","76","575","0.13217391304347825","0.00018274765551810394"
"1043326036","SC","31","97","0.31958762886597936","0.00014681123279758752"
"1043328370","NC","0","20","0","0.00013789517935512173"
"1043331531","FL","17","30","0.5666666666666667","0.0001347117506083509"
"1043332711","DE","32","117","0.27350427350427353","0.00020415901070376527"
"1043338395","IL","0","14","0","0.00013235383731035268"
"1043339757","NJ","0","0","0","0.0001407969737977169"
"1043340938","MI","0","28","0","0.00017805853942278718"
"1043347461","CA","13","43","0.3023255813953488","0.00011794162977175439"
"1043356017","NC","0","20","0","0.00013789517935512173"
"1043357262","CA","37","120","0.30833333333333335","0.00011794162977175439"
"1043359177","UT","0","23","0","0.00020786853056598153"
"1043362650","AZ","0","47","0","0.00018274765551810394"
"1043366917","OR","0","15","0","0.00013282223067557407"
"1043367642","HI","0","40","0","0.00011181906109024297"
"1043379605","CA","23","97","0.23711340206185566","0.00011794162977175439"
"1043389307","KY","0","38","0","0.00024503474738328144"
"1043391824","VA","17","17","1","0.00011863825078794562"
"1043394232","FL","0","26","0","0.0001347117506083509"
"1043397904","CA","0","49","0","0.00011794162977175439"
"1043399322","TX","22","132","0.16666666666666666","9.83432025015849e-05"
"1043400187","CA","0","29","0","0.00011794162977175439"
"1043401813","OR","0","232","0","0.00013282223067557407"
